GRAM5_NEGATIVE_CONTROL_OK new axiom: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK axiom only in proof body: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK missing proof dependency: missing raw dependency: Gram5AuditNegative.doesNotExist
GRAM5_NEGATIVE_CONTROL_OK standard name with altered type: nonstandard axiom type: propext
GRAM5_NEGATIVE_CONTROL_OK standard name with altered universe arity: unexpected axiom or universe arity: propext
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.unsafe: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.partial: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK every expression-bearing syntax position was traversed
GRAM5_NEGATIVE_CONTROL_OK altered stored theorem body is detected by exact comparison
GRAM5_NEGATIVE_CONTROL_OK stored theorem with changed type: stored theorem differs in non-body fields
GRAM5_NEGATIVE_CONTROL_OK stored theorem replaced by an axiom: stored declaration differs outside the theorem-body case
GRAM5_NEGATIVE_CONTROL_OK stored proof refers back to its original name: stored theorem variant depends on its original name: Gram5AuditNegative.circularStoredVariant
GRAM5_NEGATIVE_CONTROL_OK new axiom in an alternate stored proof: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_PROJECT_MODULE PBCounterexample.Basic records=41
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.d
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.halfRPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.signaturePolynomial._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.e.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.positiveMatrix
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.invariantW
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.Coord
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.halfVPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.positivePolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.positivePolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.twice_halfUPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramA._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.originalCoordinates.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.columnPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.determinantPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramA.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.xPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.yPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramE._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.zPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramE._proof_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.uPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramE._proof_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.qPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.quadratic_simplex_identity
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.twice_halfVPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.invariantA.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.e
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.signaturePolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.xPolynomial._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.halfRPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.leadingG
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramPolynomial_eq
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.yPolynomial._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.gramB
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.xPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.yPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.invariantA
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.columnPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.gramPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.signaturePolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.determinantPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.c
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.invariantW.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.positiveMatrix.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.Poly
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.gramF
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.d.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramE.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.a._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.rPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.eval_determinantPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.invariantB.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.q.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.b.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.qPolynomial._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.qPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.vPolynomial.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.Index
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.inverse_originalCoordinates
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramF._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.uPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.invariantW_identity
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.gramF.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.invariantB
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.q
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.c.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.vPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.b
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.halfUPolynomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data definition PBCounterexample.Gram5.determinant
GRAM5_PROJECT_DECL PBCounterexample.Gram5Data theorem PBCounterexample.Gram5.original_inverseCoordinates
GRAM5_PROJECT_MODULE PBCounterexample.WeightedPolynomial records=21
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial definition PBCounterexample.WeightedPolynomial.scale
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_of_weightedHomogeneous
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._proof_1_1
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_eq_sum
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.scale.eq_1
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_3
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div_zero
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.sum_components_upto._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._proof_1_2
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._proof_1_3
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_of_weightedHomogeneous._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._simp_1_4
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.sum_components_upto
GRAM5_PROJECT_DECL PBCounterexample.WeightedPolynomial theorem PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_4
GRAM5_PROJECT_MODULE PBCounterexample.Gram5Variations records=67
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.weights
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.invariantW_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA_correction
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.eval_invariantA_affine
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.invariantB_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.basePoint
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.linearW
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.normalDirection.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.eval_invariantW_affine
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.hasDerivAt_eval_affine
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearB.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearB_sign
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearW_eq
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearB_normal
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.weights.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA._proof_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.normalDirection
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA._proof_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.linearB
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.linearA
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.invariantA_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.weightedScale
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.quadraticA.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.leadingG_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.leadingDeterminant_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.quadraticB.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.leadingG.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.correctionEmbedding._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem _private.PBCounterexample.Gram5Variations.0.PBCounterexample.Gram5.coordinate_succ_two
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.eval_leadingDeterminant_affine
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.quadraticF_normal_add_sign
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.d_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearW.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.basePoint.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.signDirection.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.differential.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.correctionEmbedding.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA_normal
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.e_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem _private.PBCounterexample.Gram5Variations.0.PBCounterexample.Gram5.coordinate_succ_succ_two
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.quadraticB
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.c_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.eval_invariantB_affine
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.eval_leadingG_affine
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.correctionEmbedding
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.correctionEmbedding_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearB_correction
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.b_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.quadraticW
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.correctionEmbedding_first
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.quadraticA
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.normalDirection._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.correctionEmbedding_smul
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.contDiff_eval
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.leadingDeterminant.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.normalDirection._proof_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.affinePoint.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.signDirection
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.quadraticF.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.differential
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.quadraticF
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.quadraticW.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations definition PBCounterexample.Gram5.affinePoint
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.linearA_sign
GRAM5_PROJECT_DECL PBCounterexample.Gram5Variations theorem PBCounterexample.Gram5.a_weighted
GRAM5_PROJECT_MODULE PBCounterexample.Gram5LowWeights records=51
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_4
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_8
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.weighted_polynomial_low_formula
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights definition PBCounterexample.Gram5.lowExponent
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_16
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.monomial_lowExponent
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights definition PBCounterexample.Gram5.lowMonomial
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights definition _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.splitter
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_17
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.low_exponent_cases
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.low_weight_totalDegree
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_19
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.sum_low_coefficients
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights definition PBCounterexample.Gram5.lowExponentTuple
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_14
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.weight_eq_coordinates._proof_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_12
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.low_coordinate_cases._proof_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.low_coordinate_succ_succ_two
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_9
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.lowExponent._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem PBCounterexample.Gram5.lowExponent.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_13
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.low_coordinate_cases._proof_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.low_coordinate_cases._proof_1_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.low_coordinate_cases._proof_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5LowWeights theorem _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_20
